model,exogenous_variables,forecast_count_year,partial_2026_observed_date,partial_2026_observed_cumulative_cases,full_year_2026_forecast_date,raw_forecast_cumulative_cases,forecast_cumulative_cases,raw_forecast_2026_cases_implied,forecast_2026_cases_implied,ci_lower_95,ci_upper_95,dispersion,aic,converged,mae,rmse,validation_note,test_set_start_year,test_set_end_year,rolling_one_year_ahead_n_scored,rolling_one_year_ahead_mae,rolling_one_year_ahead_rmse
Quasi-Poisson cumulative,"time, outbreak_2014, outbreak_2019, outbreak_2025",2026,2026-05-01,84565.0,2026-12-31,82841.77715625781,84565.0,90.77715625781276,1814.0,82656.12049348965,84565.0,0.1082075474043893,,True,64.60330704597824,83.84633219293208,Out-of-sample validation is limited by reliance on a single held-out 2026 observation; model performance is supplemented here with rolling one-year-ahead validation on the test set starting in 2016 and ending in 2025.,2016,2025,10,441.350616525246,837.7049645365769
