model,exogenous_variables,forecast_count_year,partial_2026_observed_date,partial_2026_observed_cumulative_cases,full_year_2026_forecast_date,raw_forecast_cumulative_cases,forecast_cumulative_cases,raw_forecast_2026_cases_implied,forecast_2026_cases_implied,ci_lower_95,ci_upper_95,dispersion,aic,converged,mae,rmse
Negative binomial cumulative,"time, outbreak_2014, outbreak_2019, outbreak_2025",2026,2026-05-01,84565.0,2026-12-31,82841.77445112182,84565.0,90.77445112181886,1814.0,82278.66169736134,84565.0,3.699256616888133e-10,407.6317870479543,True,64.77834679292816,83.84751468015494
