model,exogenous_variables,forecast_count_year,partial_2026_observed_date,partial_2026_observed_cumulative_cases,full_year_2026_forecast_date,raw_forecast_cumulative_cases,forecast_cumulative_cases,raw_forecast_2026_cases_implied,forecast_2026_cases_implied,historical_interval_method,forecast_interval_method,calibration_error_95_cases,parametric_ci_lower_95_cases,parametric_ci_upper_95_cases,ci_lower_95,ci_upper_95,aic,order,best_ar_order,best_arma_order,conditional_burn_in_years,ar_order_selection_rule,arma_order_selection_rule,specification_note,validation_note,diagnostic_lags,ljung_box_min_p_value,ljung_box_result,n_scored,mae,rmse,test_set_start_year,test_set_end_year,rolling_one_year_ahead_n_scored,rolling_one_year_ahead_mae,rolling_one_year_ahead_rmse
Revised ARIMAX grid-search annual increments to cumulative,"time, major_outbreak_year",2026,2026-05-01,84565.0,2026-12-31,83148.712396221,84565.0,397.7123962210012,1814.0,case-scale residual simulation of cumulative paths,"rolling absolute-error calibration, 2016-2025",1343.7799680073538,56.46875573792408,2765.226149479448,84565.0,85908.77996800735,88.8007283473203,"(2, 0, 0)","(2, 0, 0)","(2, 0, 0)",2,lowest AIC among k>0 candidates with all AR p-values < 0.05 and Ljung-Box min p-value > 0.05,lowest AIC among non-white-noise ARMA candidates with all AR/MA p-values < 0.05 and Ljung-Box min p-value > 0.05,"The revised ARIMAX grid-search workflow compares both ARIMAX(k,0,0) and ARIMAX(n,0,m) specifications, retaining d=0, an explicit linear time term, and a one-year major-outbreak pulse. The primary reported forecast uses the selected AR-only model to avoid weakly identified MA terms, while the broader ARMA search is reported as a sensitivity check.","Because the 2026 forecast is a single held-out observation, it is supplemented here with rolling one-year-ahead validation on the test set starting in 2016 and ending in 2025.",1; 5; 10,0.5088234335893569,no residual autocorrelation detected at alpha=0.05,28,341.24348128390506,499.8164774802773,2016,2025,10,496.86580001878536,682.0609546350338
