model,exogenous_variables,forecast_count_year,partial_2026_observed_date,partial_2026_observed_cumulative_cases,full_year_2026_forecast_date,raw_forecast_cumulative_cases,forecast_cumulative_cases,raw_forecast_2026_cases_implied,forecast_2026_cases_implied,historical_interval_method,forecast_interval_method,calibration_error_95_cases,parametric_ci_lower_95_cases,parametric_ci_upper_95_cases,ci_lower_95,ci_upper_95,aic,order,specification_note,validation_note,diagnostic_lags,ljung_box_min_p_value,ljung_box_result,n_scored,mae,rmse
AutoARIMAX annual increments to cumulative,"time, outbreak_2014, outbreak_2019, outbreak_2025",2026,2026-05-01,84565.0,2026-12-31,82839.46535821626,84565.0,88.46535821626017,1814.0,case-scale residual simulation of cumulative paths,"rolling absolute-error calibration, 2016-2025",2196.254279321431,20.89917526706955,364.49551401598615,84565.0,85035.7196375377,77.26495947387167,"(0, 0, 0)","AutoARIMAX order was selected by AIC using auto_arima with max_d=1; the retained model selected d=0, includes a linear trend term, and uses one-year outbreak indicators rather than post-outbreak level shifts.","Out-of-sample validation is limited by reliance on a single held-out 2026 observation; rolling one-year-ahead calibration for 2016-2025 partly supplements this, but leave-one-out cross-validation or additional hold-out exercises for outbreak years such as 2019 and 2025 would provide broader evidence of model performance.",1; 5; 10,0.5801911151391216,no residual autocorrelation detected at alpha=0.05,30,457.9734103873144,499.21453124529796
